step,elapsed_tokens,elapsed_examples,training_loss,training_token_accuracy
723,572822,1446,0.777043338,0.772131148
724,573528,1448,0.795523477,0.738977072
725,574314,1450,0.861238722,0.718196457
726,575116,1452,0.763998586,0.741157556
727,575886,1454,0.818351608,0.7472
728,576688,1456,0.829933887,0.738019169
729,577458,1458,0.854483005,0.729032258
730,578228,1460,0.756077605,0.781350482
731,579078,1462,0.955409161,0.73265896
732,579896,1464,0.758919342,0.768759571
733,580730,1466,0.849217571,0.74351145
734,581484,1468,0.787264487,0.750415973
735,582286,1470,0.777967783,0.746140652
736,583104,1472,0.966115133,0.679153094
737,583954,1474,0.714426444,0.781626506
738,584676,1476,1.040775768,0.70519263
739,585462,1478,0.86932804,0.699145299
740,586216,1480,0.746151434,0.763605442
741,586954,1482,0.857572086,0.747980614
742,587772,1484,0.776133798,0.748333333
743,588558,1486,0.784363044,0.744147157
744,589440,1488,0.715052768,0.74925816
745,590194,1490,0.734224774,0.767918089
746,590996,1492,0.790952023,0.736176935
747,591798,1494,0.861169054,0.737804878
748,592648,1496,0.662101817,0.787682334
749,593514,1498,0.698979669,0.777936963
750,594252,1500,0.781840259,0.735343384
751,595086,1502,0.875642988,0.726574501
752,595872,1504,0.866630578,0.723259762
753,596610,1506,0.914817728,0.741293532
754,597476,1508,0.820796079,0.724193548
755,598166,1510,0.861555894,0.735849057
756,598968,1512,0.684277823,0.765472313
757,599786,1514,0.728658936,0.777602524
758,600508,1516,0.979982794,0.708551483
759,601198,1518,0.80634334,0.759124088
760,601936,1520,0.811922026,0.750841751
761,602594,1522,1.133674943,0.656015038
762,603380,1524,0.930876598,0.692810458
763,604134,1526,0.907663227,0.73015873
764,604968,1528,0.847317484,0.742725881
765,605722,1530,1.012919351,0.713584288
766,606620,1532,0.846095071,0.731343284
767,607486,1534,0.884760405,0.704718417
768,608240,1536,0.796350624,0.749134948
769,609026,1538,0.794395091,0.736134454
770,609828,1540,0.919504448,0.704545455
771,610582,1542,0.910823308,0.711755233
772,611336,1544,0.733044662,0.758561644
773,612138,1546,0.648298159,0.773026316
774,612924,1548,0.701472484,0.788778878
775,613614,1550,0.816448601,0.777202073
776,614352,1552,1.075785198,0.655405405
777,615058,1554,0.787940104,0.740072202
778,615860,1556,0.798333456,0.748768473
779,616678,1558,1.059739862,0.654362416
780,617624,1560,0.838181567,0.741702742
781,618442,1562,0.894321023,0.733024691
782,619244,1564,0.86849119,0.735614308
783,619966,1566,0.908334194,0.726495726
784,620800,1568,0.808159357,0.747603834
785,621538,1570,0.799031893,0.742608696
786,622340,1572,0.655603004,0.77027027
787,623142,1574,0.695696006,0.76703645
788,623928,1576,0.768839237,0.767857143
789,624698,1578,0.859071424,0.733113674
790,625516,1580,0.730678662,0.731871838
791,626238,1582,0.84913005,0.743816254
792,627024,1584,0.970466937,0.684818482
793,627826,1586,0.978639285,0.701277955
794,628708,1588,0.769422872,0.720447284
795,629526,1590,0.851043711,0.739259259
796,630312,1592,0.793060606,0.748387097
797,631146,1594,0.874291351,0.720478326
798,631948,1596,0.692506469,0.757911392
799,632814,1598,0.731579905,0.757142857
800,633584,1600,0.806263606,0.737976783
801,634418,1602,0.588782597,0.805722892
802,635188,1604,0.852912613,0.724252492
803,635958,1606,0.891557504,0.725677831
804,636808,1608,0.791035761,0.74500768
805,637658,1610,0.798182345,0.762195122
806,638444,1612,0.845311684,0.753246753
807,639214,1614,0.794646107,0.741935484
808,639920,1616,0.86916284,0.732297064
809,640626,1618,0.857191492,0.742951907
810,641492,1620,0.664344251,0.76161919
811,642198,1622,0.920219711,0.700743494
812,642936,1624,0.872070617,0.724709784
813,643898,1626,0.766567882,0.722460658
814,644748,1628,0.863625754,0.74925816
815,645486,1630,1.000571955,0.705454545
816,646240,1632,0.822527882,0.748743719
817,647042,1634,0.6854293,0.746268657
818,647796,1636,0.940208744,0.705372617
819,648646,1638,0.821100213,0.736923077
820,649432,1640,0.779246326,0.757525084
821,650218,1642,0.78560348,0.735690236
822,650972,1644,0.794927195,0.734348562
823,651726,1646,0.771978792,0.749158249
824,652448,1648,0.833047843,0.740066225
825,653234,1650,0.80441228,0.748776509
826,654020,1652,0.761734649,0.746434231
827,654774,1654,1.020850318,0.723728814
828,655528,1656,0.919858608,0.695059625
829,656330,1658,0.786051682,0.755795981
830,657180,1660,0.875902316,0.74260355
831,657902,1662,0.916498083,0.696691176
832,658672,1664,0.862605235,0.723893805
833,659410,1666,0.882954415,0.724199288
834,660180,1668,0.750850355,0.781350482
835,660918,1670,1.074331478,0.682971014
836,661704,1672,0.816627846,0.7424
837,662426,1674,0.864461348,0.727586207
838,663212,1676,0.824599865,0.714038128
839,663982,1678,0.712149582,0.769616027
840,664816,1680,0.748332226,0.764880952
841,665570,1682,0.795779541,0.755737705
842,666324,1684,1.022014299,0.688695652
843,667110,1686,0.735399243,0.762541806
844,667880,1688,0.88794271,0.726384365
845,668698,1690,0.857908599,0.733231707
846,669468,1692,0.790993444,0.76635514
847,670302,1694,0.687016033,0.7744
848,671056,1696,0.682948482,0.773927393
849,671794,1698,0.864394138,0.724913495
850,672580,1700,0.801702025,0.72927242
851,673350,1702,0.792271566,0.763754045
852,674216,1704,0.847971769,0.730088496
853,675018,1706,0.812781982,0.734299517
854,675836,1708,0.720770023,0.757164404
855,676686,1710,0.800006511,0.740181269
856,677488,1712,0.89179194,0.722772277
857,678274,1714,0.870046196,0.741679873
858,679076,1716,0.759260311,0.752941176
859,679862,1718,0.812233892,0.747954173
860,680648,1720,0.900048819,0.70751634
861,681402,1722,0.840428734,0.739837398
862,682156,1724,0.834637546,0.750883392
863,682942,1726,0.833358992,0.749174917
864,683808,1728,0.831832205,0.720257235
865,684594,1730,0.786202692,0.75
866,685332,1732,0.66722668,0.763401109
867,686214,1734,0.772196925,0.751783167
868,687032,1736,0.828717852,0.739747634
869,687754,1738,0.912949948,0.723905724
870,688524,1740,0.921616312,0.716981132
871,689278,1742,0.890876762,0.72046589
872,690096,1744,0.787729295,0.759938838
873,690978,1746,0.657571458,0.778443114
874,691812,1748,0.80423581,0.730392157
875,692614,1750,0.74995697,0.752293578
876,693448,1752,0.838548109,0.718152866
877,694458,1754,0.684287878,0.735253772
878,695196,1756,0.837440576,0.74304419
879,696014,1758,0.858575093,0.730645161
880,696768,1760,0.916170343,0.727430556
881,697522,1762,0.866970662,0.746774194
882,698276,1764,1.052605873,0.685251799
883,699046,1766,0.694101516,0.7796875
884,699800,1768,0.851354271,0.717863105
885,700602,1770,0.850145441,0.704809287
886,701436,1772,0.658419678,0.77076412
887,702158,1774,0.7449965,0.774914089
888,702880,1776,0.771060984,0.74863388
889,703634,1778,0.812594879,0.732348112
890,704372,1780,0.731174697,0.76142132
891,705142,1782,0.932338408,0.738486842
892,705928,1784,0.769631197,0.756535948
893,706650,1786,0.753117007,0.746031746
894,707484,1788,0.969360518,0.716030534
895,708318,1790,0.823574402,0.732223903
896,709088,1792,0.899478949,0.714759536
897,709938,1794,0.809852924,0.73740458
898,710708,1796,0.927993948,0.717138103
899,711526,1798,0.80601534,0.752688172
900,712280,1800,0.7965814,0.760611205
901,713130,1802,0.601130637,0.809734513
902,713900,1804,0.784355174,0.756055363
903,714686,1806,0.63735913,0.79029734
904,715408,1808,0.824962019,0.744791667
905,716162,1810,0.767464436,0.75
906,716932,1812,0.765676773,0.758445946
907,717702,1814,0.820583008,0.718480138
908,718440,1816,0.959280858,0.696363636
909,719130,1818,0.81352399,0.755834829
910,719884,1820,0.744278101,0.744027304
911,720686,1822,0.820459449,0.739344262
912,721456,1824,0.778764658,0.741652021
913,722210,1826,0.843522497,0.72972973
914,722980,1828,0.900713834,0.705782313
915,723798,1830,0.815694095,0.769585253
916,724552,1832,0.913493404,0.707530648
917,725258,1834,0.942684778,0.715502555
918,726028,1836,0.97105254,0.7264
919,726782,1838,0.935614394,0.711666667
920,727616,1840,0.954578072,0.684552846
921,728370,1842,0.846252935,0.743006993
922,729124,1844,0.816167152,0.729636049
923,729942,1846,0.699025021,0.763157895
924,730712,1848,0.771221956,0.749185668
925,731594,1850,0.753878102,0.740469208
926,732380,1852,0.789023733,0.748322148
927,733214,1854,0.759456349,0.733009709
928,733968,1856,0.782782682,0.74204947
929,734914,1858,0.777006701,0.748965517
930,735748,1860,0.71275989,0.756410256
931,736502,1862,1.00502596,0.662671233
932,737288,1864,0.75829445,0.759136213
933,738042,1866,1.130503426,0.684033613
934,738748,1868,0.796549313,0.756272401
935,739614,1870,0.701476557,0.780966767
936,740400,1872,0.762216134,0.764615385
937,741186,1874,0.820097824,0.709459459
938,742132,1876,0.856258738,0.711354309
939,742854,1878,0.863614721,0.73800738
940,743688,1880,0.835892771,0.750367107
941,744522,1882,0.793364762,0.749216301
942,745372,1884,0.851468006,0.731481481
943,746174,1886,0.755001715,0.760252366
944,746960,1888,0.935266275,0.71082391
945,747730,1890,0.91865561,0.706666667
946,748516,1892,0.890315932,0.719806763
947,749382,1894,0.737257627,0.734824281
948,750216,1896,0.893928826,0.729264476
949,750986,1898,0.684110533,0.771186441
950,751788,1900,0.840398017,0.719594595
951,752574,1902,0.794273776,0.738842975
952,753376,1904,0.89633204,0.71169687
953,754162,1906,0.90830788,0.736842105
954,754916,1908,0.861649869,0.719101124
955,755750,1910,0.886345295,0.742899851
956,756616,1912,0.764304052,0.709677419
957,757450,1914,0.817330514,0.750746269
958,758268,1916,0.735855575,0.730185497
959,759006,1918,0.95089445,0.720779221
960,760064,1920,0.791282018,0.739240506
961,760818,1922,0.806701425,0.746551724
962,761588,1924,0.714251039,0.756013746
963,762422,1926,0.8311285,0.747352496
964,763192,1928,0.801192496,0.736040609
965,764058,1930,0.732842216,0.738235294
966,764764,1932,0.893926578,0.730434783
967,765518,1934,0.816186753,0.725177305
968,766288,1936,0.794191391,0.751633987
969,767074,1938,0.748055282,0.76489533
970,767940,1940,0.628916575,0.789719626
971,768742,1942,0.829969274,0.736065574
972,769544,1944,0.771753937,0.748175182
973,770330,1946,0.85180021,0.741710297
974,771116,1948,0.85260584,0.729411765
975,771934,1950,0.662120557,0.783206107
976,772736,1952,0.861000586,0.702380952
977,773522,1954,0.895740938,0.723577236
978,774340,1956,0.896197978,0.7187017
979,775094,1958,0.827298656,0.765306122
980,775912,1960,0.711067124,0.778625954
981,776682,1962,0.821104425,0.744680851
982,777468,1964,0.825083329,0.75
983,778206,1966,0.736899612,0.759016393
984,779008,1968,0.715211674,0.751623377
985,779826,1970,0.7937301,0.74433657
986,780580,1972,0.760998033,0.759663866
987,781302,1974,0.8222503,0.719266055
988,782024,1976,0.911559507,0.72195122
989,782874,1978,0.75904289,0.739616613
990,783660,1980,0.694371925,0.775316456
991,784430,1982,0.800838113,0.737179487
992,785152,1984,0.793586692,0.745916515
993,785954,1986,0.708393592,0.769881557
994,786740,1988,0.932937206,0.711507293
995,787542,1990,1.002575337,0.666666667
996,788312,1992,0.626061916,0.79144385
997,789098,1994,1.066334486,0.6726094
998,789884,1996,0.835619889,0.746500778
999,790670,1998,0.726870772,0.757097792
1000,791376,2000,0.940878658,0.756896552
1001,792130,2002,0.837006209,0.730639731
1002,792868,2004,0.83487699,0.748263889
1003,793638,2006,0.845434453,0.734299517
1004,794424,2008,0.856689286,0.724709784
1005,795210,2010,1.043222649,0.701130856
1006,796028,2012,0.858630939,0.73453997
1007,796830,2014,0.775805326,0.732773109
1008,797680,2016,0.811155626,0.732283465
1009,798498,2018,0.707335635,0.76572327
1010,799188,2020,0.797819705,0.756756757
1011,799926,2022,0.800248555,0.746218487
1012,800728,2024,0.907209923,0.750793651
1013,801450,2026,0.728213915,0.786941581
1014,802188,2028,0.836598597,0.752595156
1015,802926,2030,0.831666282,0.763888889
1016,803616,2032,0.910907759,0.706766917
1017,804466,2034,0.695713019,0.751950078
1018,805364,2036,0.706037269,0.77826087
1019,806150,2038,0.839981022,0.729984301
1020,806952,2040,0.833240683,0.717863105
1021,807738,2042,0.857057176,0.739635158
1022,808508,2044,0.821132851,0.749152542
1023,809278,2046,0.878302726,0.720779221
1024,810016,2048,0.698030034,0.757798165
1025,810898,2050,0.757393071,0.748493976
1026,811668,2052,0.792833096,0.721254355
1027,812582,2054,0.900878534,0.704718417
1028,813384,2056,0.766830296,0.72173913
1029,814154,2058,0.799489958,0.743055556
1030,814956,2060,0.532783637,0.822742475
1031,815742,2062,0.685134446,0.784184514
1032,816512,2064,0.811421806,0.741176471
1033,817282,2066,0.810580645,0.753225806
1034,818244,2068,0.772534689,0.747222222
1035,819142,2070,0.817947138,0.745810056
1036,819848,2072,0.799235389,0.750922509
1037,820666,2074,0.889555204,0.71561051
1038,821468,2076,0.728343348,0.768852459
1039,822206,2078,0.923975256,0.741235392
1040,823008,2080,0.802885689,0.735759494
1041,823730,2082,0.713624946,0.755892256
1042,824628,2084,0.698223343,0.75
1043,825414,2086,0.655842074,0.777963272
1044,826200,2088,0.924954453,0.72143975
1045,826970,2090,0.806125491,0.755868545
1046,827740,2092,0.585381998,0.801431127
1047,828558,2094,0.930928879,0.703278689
1048,829296,2096,0.720881612,0.749568221
1049,830098,2098,0.774269393,0.764795144
1050,830852,2100,0.818576826,0.742524917
1051,831670,2102,0.71940663,0.748310811
1052,832488,2104,0.710932171,0.750793651
1053,833242,2106,0.9173883,0.71331058
1054,833996,2108,0.874016632,0.712820513
1055,834734,2110,0.930603291,0.723842196
1056,835552,2112,0.778431054,0.762360447
1057,836290,2114,0.833312863,0.739202658
1058,837108,2116,0.772762225,0.73290938
1059,837846,2118,0.88535008,0.727424749
1060,838600,2120,0.750465185,0.770833333
1061,839418,2122,0.943695949,0.679577465
1062,840220,2124,0.75940235,0.755980861
1063,840974,2126,0.854106974,0.766211604
1064,841728,2128,0.975885598,0.698412698
1065,842610,2130,0.770213245,0.725880551
1066,843380,2132,0.816742235,0.737614679
1067,844214,2134,0.803365937,0.74351145
1068,844920,2136,0.552543663,0.801541426
1069,845754,2138,0.817303801,0.72195122
1070,846524,2140,0.888088555,0.723577236
1071,847422,2142,0.939865066,0.718270572
1072,848240,2144,0.758741749,0.7566719
1073,848994,2146,0.76200864,0.762057878
1074,849716,2148,0.854693013,0.744485294
1075,850534,2150,0.810643744,0.731078905
1076,851304,2152,0.833691033,0.725388601
1077,852122,2154,0.696251641,0.776946108
1078,852908,2156,0.850504084,0.740973312
1079,853662,2158,0.729637356,0.785829308
1080,854400,2160,1.027117481,0.703703704
1081,855202,2162,0.806496695,0.754934211
1082,856036,2164,0.77622957,0.749603803
1083,856870,2166,0.798961929,0.759018759
1084,857672,2168,0.863940025,0.7090301
1085,858474,2170,0.845865011,0.738853503
1086,859276,2172,0.739839089,0.765550239
1087,860046,2174,0.65539303,0.77398374
1088,860976,2176,0.76383969,0.740469208
1089,861714,2178,0.824574474,0.756260434
1090,862532,2180,0.858054857,0.737261146
1091,863318,2182,0.828611843,0.757673667
1092,864040,2184,0.763490292,0.752747253
1093,864922,2186,0.769171331,0.750773994
1094,865788,2188,0.719091511,0.7715959
1095,866558,2190,0.828452992,0.733870968
1096,867376,2192,0.751117307,0.741496599
1097,868034,2194,0.79900714,0.775583483
1098,868788,2196,0.885266842,0.721631206
1099,869574,2198,0.685771837,0.774834437
1100,870344,2200,0.889710354,0.708609272
1101,871114,2202,0.84216124,0.73095624
1102,871996,2204,0.796552932,0.76183844
1103,872990,2206,0.953459928,0.695538058
1104,873872,2208,0.653492309,0.773353752
1105,874690,2210,0.963811075,0.701062215
1106,875444,2212,0.767214103,0.737564322
1107,876246,2214,0.993328413,0.694888179
1108,877032,2216,0.77579133,0.765891473
1109,877802,2218,0.869970111,0.716239316
1110,878652,2220,0.663002345,0.766116942
1111,879470,2222,0.681864664,0.761245675
1112,880176,2224,0.795991639,0.764084507
1113,880914,2226,0.740713318,0.765598651
1114,881796,2228,0.578686094,0.7859375
1115,882550,2230,0.843452713,0.721122112
1116,883400,2232,0.851892603,0.737012987
1117,884202,2234,0.748160617,0.752122241
1118,884972,2236,0.853804813,0.740680713
1119,885742,2238,0.893869583,0.7232
1120,886480,2240,0.884113393,0.729372937
1121,887362,2242,0.834167827,0.696920583
1122,888100,2244,0.69971064,0.784411277
1123,888886,2246,0.698206237,0.761111111
1124,889736,2248,0.947547928,0.698924731
1125,890538,2250,0.785230856,0.756019262
1126,891324,2252,0.765028147,0.768370607
1127,892206,2254,0.906949397,0.695222405
1128,892960,2256,0.853571471,0.733990148
1129,893682,2258,0.679680654,0.787162162
1130,894500,2260,0.812682506,0.735524257
1131,895286,2262,0.695895075,0.761589404
1132,896056,2264,0.998962448,0.694668821
1133,896890,2266,0.704176001,0.768115942
1134,897708,2268,0.83087553,0.722222222
1135,898574,2270,0.825295845,0.736070381
1136,899344,2272,0.81537738,0.734693878
1137,900130,2274,0.825293312,0.717105263
1138,900868,2276,0.797672978,0.731239092
1139,901670,2278,0.721665622,0.730496454
1140,902472,2280,0.634522291,0.787556904
1141,903226,2282,0.733101506,0.747474747
1142,903996,2284,0.924187871,0.733974359
1143,904798,2286,0.990250626,0.6984375
1144,905584,2288,0.652274717,0.770833333
1145,906338,2290,0.706202062,0.755834829
1146,907204,2292,0.637232529,0.764615385
1147,907990,2294,0.750114083,0.75
1148,908776,2296,0.971186968,0.704065041
1149,909578,2298,0.927467498,0.733944954
1150,910300,2300,0.90863922,0.720970537
1151,911086,2302,0.754679779,0.760368664
1152,911824,2304,0.776012431,0.742608696
1153,912706,2306,0.764279284,0.751138088
1154,913460,2308,0.970380209,0.683760684
1155,914230,2310,1.069168946,0.672131148
1156,914920,2312,0.845769155,0.738267148
1157,915770,2314,0.781020356,0.736842105
1158,916524,2316,0.903180746,0.71331058
1159,917358,2318,0.667416288,0.787301587
1160,918144,2320,0.834069946,0.721077655
1161,918866,2322,0.750920464,0.735135135
1162,919652,2324,0.788086449,0.741830065
1163,920502,2326,0.577773614,0.782472613
1164,921288,2328,0.766332613,0.758190328
1165,922090,2330,0.814080002,0.739903069
1166,922924,2332,0.756609373,0.753894081
1167,923758,2334,0.800040101,0.728486647
1168,924512,2336,0.746661363,0.77184466
1169,925330,2338,0.822449218,0.756024096
1170,926148,2340,0.787095716,0.755407654
1171,926854,2342,1.189919416,0.619666048
1172,927592,2344,0.789021913,0.76910017
1173,928458,2346,0.847180533,0.748103187
1174,929260,2348,0.763333949,0.736842105
1175,930014,2350,0.841991434,0.724662162
1176,930992,2352,0.875782441,0.726470588
1177,931858,2354,0.907726115,0.723935389
1178,932676,2356,0.897952106,0.748103187
1179,933590,2358,0.704292191,0.76183844
1180,934328,2360,0.964420423,0.705263158
1181,935226,2362,0.789731673,0.734904271
1182,935996,2364,0.898260249,0.722689076
1183,936782,2366,0.852122784,0.732323232
1184,937632,2368,0.752488714,0.769470405
1185,938354,2370,0.96801359,0.706306306
1186,939156,2372,1.050980468,0.661835749
1187,939910,2374,0.799994539,0.751712329
1188,940680,2376,0.869149139,0.744
1189,941418,2378,0.794189815,0.744186047
1190,942220,2380,1.060085617,0.695783133
1191,943006,2382,0.700291887,0.74829932
1192,943856,2384,0.746323939,0.750415973
1193,944658,2386,0.838205753,0.736227045
1194,945444,2388,0.765725885,0.751582278
1195,946166,2390,0.844439871,0.716027875
1196,947032,2392,0.796461728,0.751124438
1197,947786,2394,0.880645422,0.705882353
1198,948556,2396,0.827080618,0.726523888
1199,949342,2398,0.748850513,0.757234727
1200,950144,2400,0.662459041,0.790808241
1201,950946,2402,0.878570644,0.728867624
1202,951748,2404,0.86409592,0.703333333
1203,952454,2406,0.770669819,0.773913043
1204,953336,2408,0.672887666,0.773952096
1205,954090,2410,0.92678767,0.701048951
1206,954940,2412,0.682796334,0.749196141
1207,955774,2414,0.821669804,0.728594507
1208,956480,2416,0.804369773,0.759717314
1209,957314,2418,0.928981449,0.729532164
1210,958116,2420,0.54358786,0.814516129
1211,958790,2422,0.822761972,0.751371115
1212,959592,2424,0.624632899,0.777777778
1213,960362,2426,0.609600378,0.797297297
1214,961164,2428,0.617169142,0.794628752
1215,961902,2430,0.78990135,0.767402377
1216,962656,2432,0.735070556,0.764102564
1217,963410,2434,0.75370373,0.772260274
1218,964180,2436,0.647464123,0.783783784
1219,964998,2438,0.662549392,0.788643533
1220,965800,2440,0.702954537,0.773015873
1221,966650,2442,0.721574179,0.76899696
1222,967452,2444,0.732975513,0.783306581
1223,968110,2446,0.832126984,0.731898239
1224,968992,2448,0.700502681,0.760736196
1225,969794,2450,0.718348772,0.761499148
1226,970628,2452,0.626182434,0.786392405
1227,971414,2454,0.633028268,0.796747967
1228,972200,2456,0.691108181,0.790734824
1229,973002,2458,0.641577189,0.791732909
1230,973804,2460,0.646062258,0.8
1231,974622,2462,0.482933826,0.835463259
1232,975440,2464,0.680722612,0.780525502
1233,976290,2466,0.640437293,0.780185759
1234,977092,2468,0.597313839,0.821036107
1235,977830,2470,0.643687388,0.796581197
1236,978632,2472,0.610400924,0.805422648
1237,979434,2474,0.537736908,0.810810811
1238,980220,2476,0.522902175,0.807958478
1239,980942,2478,0.72066141,0.767399267
1240,981712,2480,0.721480307,0.780104712
1241,982498,2482,0.747572583,0.765923567
1242,983284,2484,0.63693444,0.786440678
1243,984054,2486,0.646311155,0.793269231
1244,984888,2488,0.581368874,0.81540931
1245,985674,2490,0.65395278,0.793880837
1246,986428,2492,0.748295155,0.77866242
1247,987166,2494,0.557509958,0.812937063
1248,987904,2496,0.804707312,0.7319933
1249,988770,2498,0.514876113,0.822289157
1250,989620,2500,0.634970125,0.796042618
1251,990470,2502,0.534867953,0.803600655
1252,991304,2504,0.590024241,0.80873494
1253,992154,2506,0.632603832,0.781499203
1254,992956,2508,0.649733391,0.789386401
1255,993726,2510,0.618616238,0.805369128
1256,994512,2512,0.67434265,0.78699187
1257,995314,2514,0.680866923,0.766277129
1258,996068,2516,0.587159406,0.806722689
1259,996870,2518,0.678226443,0.763754045
1260,997720,2520,0.595013198,0.792481203
1261,998442,2522,0.840562298,0.738255034
1262,999164,2524,0.616004125,0.786516854
1263,1000014,2526,0.656268138,0.779503106
1264,1000736,2528,0.674816922,0.793103448
1265,1001554,2530,0.697304431,0.7859375
1266,1002340,2532,0.719174479,0.773095624
1267,1003142,2534,0.663041858,0.791730475
1268,1003896,2536,0.786449756,0.760330579
1269,1004650,2538,0.711935388,0.768092105
1270,1005372,2540,0.535262344,0.83559322
1271,1006174,2542,0.600373232,0.805555556
1272,1006944,2544,0.904296309,0.751235585
1273,1007698,2546,0.714208376,0.785837651
1274,1008420,2548,0.893022816,0.722419929
1275,1009206,2550,0.696398863,0.788976378
1276,1009976,2552,0.609030036,0.8
1277,1010730,2554,0.584990439,0.805152979
1278,1011692,2556,0.432499132,0.823269514
1279,1012526,2558,0.627215252,0.795454545
1280,1013248,2560,0.660483719,0.769503546
1281,1014130,2562,0.644944118,0.802521008
1282,1014964,2564,0.566925509,0.813374806
1283,1015766,2566,0.680615807,0.7796875
1284,1016536,2568,0.536631452,0.821192053
1285,1017306,2570,0.731371624,0.76557377
1286,1018108,2572,0.595672692,0.795041322
1287,1018862,2574,0.678959454,0.789198606
1288,1019680,2576,0.53319438,0.807266983
1289,1020386,2578,0.642036282,0.786086957
1290,1021172,2580,0.755083345,0.762541806
1291,1021958,2582,0.637794993,0.781144781
1292,1022728,2584,0.76355872,0.763578275
1293,1023498,2586,0.525596545,0.837520938
1294,1024284,2588,0.668834081,0.784037559
1295,1025102,2590,0.602730212,0.790697674
1296,1025840,2592,0.583379925,0.805414552
1297,1026642,2594,0.522833592,0.835384615
1298,1027428,2596,0.642003427,0.780775717
1299,1028470,2598,0.512763592,0.824631861
1300,1029240,2600,0.630587934,0.806138934
1301,1030042,2602,0.730551345,0.758064516
1302,1030812,2604,0.709549267,0.776357827
1303,1031662,2606,0.748723137,0.766823161
1304,1032400,2608,0.688674818,0.786885246
1305,1033186,2610,0.671320189,0.76744186
1306,1033924,2612,0.663917351,0.779069767
1307,1034726,2614,0.684264512,0.750847458
1308,1035512,2616,0.519890909,0.830894309
1309,1036266,2618,0.704620654,0.787128713
1310,1037148,2620,0.6431682,0.789244186
1311,1038142,2622,0.678732867,0.795081967
1312,1038832,2624,0.671204203,0.797202797
1313,1039634,2626,0.71546216,0.773993808
1314,1040308,2628,0.704267751,0.780718336
1315,1041078,2630,0.630389917,0.773356401
1316,1041848,2632,0.67790617,0.794066318
1317,1042586,2634,0.651867657,0.791878173
1318,1043372,2636,0.668101333,0.790243902
1319,1044110,2638,0.616824759,0.792294807
1320,1044992,2640,0.545609114,0.815977175
1321,1045826,2642,0.61836496,0.780528053
1322,1046628,2644,0.642340211,0.795
1323,1047510,2646,0.592297667,0.791291291
1324,1048296,2648,0.712430309,0.768595041
1325,1049066,2650,0.785493305,0.755102041
1326,1049916,2652,0.531334852,0.837104072
1327,1050766,2654,0.668623327,0.784570597
1328,1051664,2656,0.64962171,0.783458647
1329,1052434,2658,0.900695892,0.708737864
1330,1053140,2660,0.604147949,0.8
1331,1053974,2662,0.549083107,0.804140127
1332,1054760,2664,0.604627157,0.795491143
1333,1055546,2666,0.579044002,0.810580205
1334,1056332,2668,0.649793992,0.818181818
1335,1057166,2670,0.746572058,0.753532182
1336,1057920,2672,0.652361129,0.789285714
1337,1058674,2674,0.768571074,0.764184397
1338,1059428,2676,0.767746335,0.766295707
1339,1060310,2678,0.70655411,0.765739385
1340,1061048,2680,0.691148654,0.777583187
1341,1061786,2682,0.688788525,0.787307033
1342,1062620,2684,0.476100453,0.827586207
1343,1063438,2686,0.616118657,0.793624161
1344,1064208,2688,0.636093593,0.793760832
1345,1065042,2690,0.63461725,0.771615008
1346,1065828,2692,0.51981915,0.815960912
1347,1066582,2694,0.647103543,0.796474359
1348,1067384,2696,0.559308276,0.824615385
1349,1068122,2698,0.855339436,0.750853242
1350,1068876,2700,0.68107333,0.768852459
1351,1069566,2702,0.650774767,0.791821561
1352,1070288,2704,0.66688921,0.802698145
1353,1071122,2706,0.721998484,0.772861357
1354,1071940,2708,0.655268172,0.808259587
1355,1072790,2710,0.603525299,0.772954925
1356,1073624,2712,0.537728886,0.82807571
1357,1074378,2714,0.592748672,0.8128
1358,1075116,2716,0.649598317,0.791390728
1359,1076014,2718,0.536735816,0.810447761
1360,1076768,2720,0.55145012,0.805309735
1361,1077554,2722,0.660490731,0.75389948
1362,1078356,2724,0.735973226,0.748681898
1363,1079158,2726,0.626742261,0.788069074
1364,1079864,2728,0.532340544,0.817142857
1365,1080602,2730,0.798973378,0.760907504
1366,1081372,2732,0.629806186,0.802816901
1367,1082142,2734,0.640443835,0.780290792
1368,1082880,2736,0.506457406,0.828046745
1369,1083570,2738,0.521980047,0.822669104
1370,1084452,2740,0.56046346,0.786729858
1371,1085254,2742,0.549490788,0.796296296
1372,1086008,2744,0.642229412,0.805872757
1373,1086778,2746,0.639190624,0.803889789
1374,1087484,2748,0.596223689,0.8125
1375,1088222,2750,0.550574059,0.810231023
1376,1089056,2752,0.709280257,0.775193798
1377,1089874,2754,0.697224611,0.775609756
1378,1090676,2756,0.612785817,0.790143084
1379,1091494,2758,0.840133378,0.748822606
1380,1092248,2760,0.813323672,0.737881508
1381,1092922,2762,0.558197469,0.817813765
1382,1093660,2764,0.637837526,0.782764811
1383,1094398,2766,0.673084748,0.801324503
1384,1095248,2768,0.595632081,0.786499215
1385,1096002,2770,0.588739207,0.819727891
1386,1096756,2772,0.52332474,0.818803419
1387,1097590,2774,0.699649327,0.778280543
1388,1098552,2776,0.63327005,0.760115607
1389,1099338,2778,0.720127396,0.7632
1390,1100140,2780,0.716397107,0.786585366
1391,1100990,2782,0.56834308,0.80945122
1392,1101792,2784,0.611232389,0.788709677
1393,1102562,2786,0.740554237,0.765008576
1394,1103412,2788,0.539433126,0.818456884
1395,1104166,2790,0.618608372,0.797697368
